,name,price,os,graphics,display,ram,rom,warranty,rating,core,intel_core
172,Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),"₹25,990",Windows 11 OS,‎Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
173,Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹52,829",Windows 11 OS,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,64,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 12500H 
174,Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),"₹49,990",Windows OS,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Octa Core, 16 Threads",5th Gen AMD Ryzen 7 5800H
175,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹75,533",Windows 11 OS,Intel Integrated Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,66,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i5 1340p
176,Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹77,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"16 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,72,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
177,HP 15s-fr4001TU Laptop (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),"₹51,999",Windows 11 OS,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,65,"Quad Core, 8 Threads",11th Gen Intel Core i5 1155G7
178,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,089",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,72,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11400H 
179,HP 15-eg3036TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹90,490",Windows 11 OS,Intel Integrated Integrated,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,1 TB SSD,1 Year Warranty,69,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i7 1360P
180,Acer Predator Helios Neo 16 PHN16-71 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,04,990",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,75,"16 Cores (8P + 8E), 24 Threads",13th Gen Intel Core i7 13700HX
181,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,59,990",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"16 inches, 3200 x 2000 pixels",16 GB DDR5 RAM,1 TB SSD,1 Year Warranty,88,"14 Cores (6P + 8E), 20 Threads",13th Gen Intel Core i9 13900H
182,Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,116",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,72,"Octa Core, 16 Threads",7th Gen AMD Ryzen 7 7735HS
183,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹83,990",Windows 11 OS,Intel Integrated Iris Xe,"15.6 inches, 2880 x 1620 pixels",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,65,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i5 13500H
184,Infinix INBook Y1 Plus Neo XL30 Laptop (Intel Celeron N5100/ 8GB/ 512GB SSD/ Win 11 Home),"₹23,990",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",8 GB LPDDR4X RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 4 Threads",11th Gen Intel Celeron N5100
185,MSI CreatorPro X17 HX A13VKS-249IN Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Pro/ 12GB Graph),"₹4,99,790",Windows 11 OS,12 GB NVIDIA GeForce RTX 3500 Ada,"17 inches, 2560 x 1600 pixels",64 GB DDR5 RAM,4 TB SSD,3 Year Warranty,,"24 Cores (8P + 16E), 32 Threads",13th Gen Intel Core i9 13980HX
186,Acer Predator Helios 16 NH.QJRSI.003 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,64,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4070,"16 inches, 2560 x 1600 pixels",16 GB LPDDR5 RAM,1 TB SSD,1 Year Warranty,71,"24 Cores (8P + 16E), 32 Threads",13th Gen Intel Core i9 13900HX
187,Honor MagicBook X14 2023 ‎FRI-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹54,990",Windows 11 OS,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,66,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
188,HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹42,999",Windows 11 OS,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",8 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",7th Gen AMD Ryzen 5 7520U
189,HP 15-fc0025AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹32,990",Windows 11 OS,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",7th Gen AMD Ryzen 3 7320U
190,MSI Modern 14 C11M-030IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹36,990",Windows 11 OS,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",11th Gen Intel Core i5 1155G7
191,HP Pavilion x360 14-ek1010TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹77,889",Windows 11 OS,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",16 GB DDR4 RAM,1 TB SSD,1 Year Warranty,70,"10 Cores (2P + 8E), 12 Threads",13th Gen Intel Core i5 1335U
192,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),"₹47,990",Windows 11 OS,Intel Iris Xe Graphic,"15.6 inches, 1920 x 1080 pixels",12 GB DDR4 RAM,512 GB SSD,1 Year Warranty,67,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
193,HP Chromebook 15a-na0008TU Laptop (Intel Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),"₹16,990",Chrome OS,Intel Integrated UHD Graphics,"15.6 inches, 1366 x 768 pixels",4 GB LPDDR4x RAM,128 GB Hard Disk,1 Year Warranty,,"Dual Core, 2 Threads",Intel Celeron  N4500
194,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),"₹50,029",Windows 11 OS,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,60,"Quad Core, 8 Threads",7th Gen AMD Ryzen 5 7520U
195,MSI Thin GF63 12VE-071IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/6GB Graphics),"₹75,990",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,2 Year Warranty,73,"10 Cores (6P + 4E), 16 Threads",12th Gen Intel Core i7 12650H
196,Infinix INBook Y1 Plus XL28 Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹25,990",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",8 GB LPDDR4X RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",10th Gen Intel Core i3 1005G1
197,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹32,349",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4  RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen intel Core i3 1115G4
198,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹51,990",Windows 11 OS,4 GB AMD Radeon RX 6500M Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,67,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5  5600H 
199,HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹36,990",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
200,Samsung Galaxy Book2 NP550XED-KA1IN 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹48,990",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",8 GB LPDDR4 RAM,512 GB SSD,1 Year Warranty,,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
201,Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹79,699",Windows 11 OS,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,62,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 1240P
202,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹89,590",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,74,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
203,Lenovo V15 82KDA01BIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),"₹30,849",Windows 11 OS,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,62,"Quad Core, 8 Threads",5th Gen AMD Ryzen 3 5300U
204,Lenovo IdeaPad Slim 3 82RK0062IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹47,790",Windows 11 OS,‎Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB  RAM,512 GB SSD,1 Year Warranty,,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
205,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹38,990",Windows 11 OS,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels, Touch Screen",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
206,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),"₹1,35,990",Mac OS,10-Core GPU,"13.6 inches, 2560 x 1664 pixels",8 GB Unified Memory RAM,512 GB SSD,1 Year Warranty,,Octa Core,Apple M2 Apple M2 Chip
207,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),"₹1,36,090",Mac OS,10 Core GPU,"13.3 inches, 2560 x 1600 pixels",8 GB  RAM,512 GB SSD,1 Year Warranty,,Octa Core,Apple M2 Apple M2 Chip
208,Lenovo Tab Yoga Duet 7 (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹47,999",Windows 10  OS,Intel Iris Xe Graphics,"13 inches, 1920 x 1080 pixels, Touch Screen",8 GB  RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",11th Gen Intel Core i5 1135G7 
209,Apple MacBook Air 2020 MGN73HN Laptop (Apple M1/ 8GB/ 512GB SSD/ MacOS),"₹1,12,990",Mac OS,Apple M1 Integrated Graphics,"13.3 inches, 2560 x 1600 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,Octa Core (4P + 4E),Apple M1 Apple M1 Chip
210,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),"₹1,99,900",Mac OS,14 Core GPU,"14.2 inches, 3024 x 1964 pixels",18 GB  RAM,512 GB SSD,1 Year Warranty,,11 Cores (5P + 6E),Apple M3 Pro
211,Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),"₹25,490",Windows 11 OS,AMD Radeon 610M,"15.6 inches, 1920 x 1080 pixels",8 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",AMD Athlon Silver 7120U
212,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),"₹1,69,900",Mac OS,10 Core GPU,"14.2 inches, 3024 x 1964 pixels",8 GB  RAM,512 GB SSD,1 Year Warranty,,Octa Core (4P + 4E),Apple M3
213,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹60,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,64,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
214,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,31,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,1 TB SSD,1 Year Warranty,83,"Octa Core, 16 Threads",7th Gen AMD Ryzen 7 7840HS
215,Lenovo IdeaPad Slim 3 14ITL6 82H701N3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,490",Windows 11 OS,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
216,Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,67,"Octa Core, 16 Threads",6th Gen AMD Ryzen 7 6800H
217,Acer One 11 Z8-284 UN.013SI.032 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),"₹19,990",Windows 11 OS,Intel Integrated UHD,"11.6 inches, 1366 x 768 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",Intel Celeron N4500
218,HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹51,999",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,62,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
219,Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),"₹37,790",Windows 11 OS,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5  5500U
220,Lenovo ThinkBook 15 G5 21JFA00BIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ Win11),"₹49,990",Windows 11 OS,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,70,"Octa Core, 16 Threads",7th Gen AMD Ryzen 7 7730U
221,Lenovo IdeaPad Gaming 3 82SB00V4IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Hexa Core, 12 Threads",6th Gen AMD Ryzen 5 6600H
222,Lenovo IdeaPad Slim 3 Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹35,990",Windows 11 OS,‎Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB  RAM,256 GB SSD,1 Year Warranty,,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
223,Lenovo Thinkpad E15 G4 21DJA0Y0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹62,990",Windows 11 OS,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,64,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i7 1255U
224,Lenovo IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹50,689",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,67,"Quad Core, 8 Threads",11th Gen Intel Core i5 11320H
225,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹31,990",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
226,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹45,999",Windows 11 OS,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,1 TB SSD,1 Year Warranty,64,"Quad Core, 8 Threads",11th Gen Intel Core i5 1155G7
227,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),"₹27,890",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",Intel Celeron N4500
228,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),"₹24,999",DOS 3.0 OS,AMD Radeon Graphics,"15.6 inches, 1366 x 768 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",3rd Gen AMD Ryzen 3  3250U
229,Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11),"₹71,990",Windows 11 OS,Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels",16 GB LPDDR5 RAM,1 TB SSD,1 Year Warranty,,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i5 13500H
230,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹20,990",Chrome OS,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",4 GB LPDDR4X RAM,64 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",Intel Celeron N4500
231,Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹57,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,66,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11260H
232,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹55,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,512 GB SSD,1 Year Warranty,63,"Hexa Core, 12 Threads",7th Gen Amd Ryzen 5 7535HS
233,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),"₹44,790",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,1 TB SSD,1 Year Warranty,,"5 Cores (1P + 4E), 6 Threads",13th Gen Intel Core i3 1305U
234,Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹41,990",Windows 11 OS,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"5 Cores (1P + 4E), 6 Threads",13th Gen Intel Core i3 1305U
235,HP Omen 16-xf0060AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,25,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"16 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,1 TB SSD,1 Year Warranty,80,"Octa Core, 16 Threads",7th Gen AMD Ryzen 7 7840HS
236,MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,10,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"17.3 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,1 TB SSD,2 Year Warranty,79,"10 Cores (6P + 4E), 16 Threads",12th Gen Intel Core i7 12650H
237,MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,00,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"17.3 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,1 TB SSD,2 Year Warranty,77,"10 Cores (6P + 4E), 16 Threads",12th Gen Intel Core i7 12650H
238,MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹47,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,2 Year Warranty,69,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11260H
239,Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹40,990",Windows 11 OS,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
240,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,66,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5  5600H
241,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,990",Windows 11 OS,Integrated Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels",16 GB  LPDDR5 RAM,512 GB SSD,1 Year Warranty,62,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i5 13500H
242,Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹37,990",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4  RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen intel Core i3 1115G4
243,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹99,990",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,67,"10 Cores (6P + 4E), 16 Threads",13th Gen Intel Core i7 13620H
244,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹62,490",Windows 11 OS,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,75,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11400H 
245,MSI Modern 15 B12M-612IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹37,729",Windows 11 OS,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
246,MSI Modern 15 B11M-061IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹40,789",Windows 11 OS,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,63,"Quad Core, 8 Threads",11th Gen Intel Core i5 1155G7
247,Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹36,990",Windows 11 OS,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,62,"Quad Core, 8 Threads",11th Gen Intel Core i5 1155G7
248,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,70,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
